TotalCharges,MonthlyCharges,tenure,is_monthly_contract,Contract_Two year,Contract_Month-to-month,avg_monthly_charge,is_new_customer,no_value_added,PaymentMethod_Electronic check,PhoneService_enc,InternetService_Fiber optic,is_fiber_optic,OnlineSecurity_enc,TechSupport_enc,num_services,tenure_group_new_0_12,Dependents_enc,PaperlessBilling_enc
3005.8,51.7,59,1,0,1,50.94576271186441,0,0,1,0,0,0,0,1,3,0,0,1
2933.95,45.25,65,0,1,0,45.13769230769231,0,0,0,0,0,0,0,1,3,0,1,0
6668.05,90.4,71,0,1,0,93.9161971830986,0,0,1,1,0,0,1,1,7,0,1,0
4149.45,83.4,51,1,0,1,81.36176470588235,0,1,0,1,1,1,0,0,2,0,0,0
370.5,20.1,18,0,1,0,20.58333333333333,0,0,0,1,0,0,0,0,1,0,0,0
664.4,38.9,16,1,0,1,41.525,0,0,1,0,0,0,1,0,2,0,0,1
3946.9,116.15,34,0,1,0,116.08529411764708,0,0,0,1,1,1,1,1,7,0,1,1
1345.65,80.05,17,1,0,1,79.15588235294118,0,1,0,1,1,1,0,0,2,0,0,0
1848.8,59.95,31,0,0,0,59.63870967741936,0,0,1,0,0,0,1,1,5,0,1,0
2568.15,92.2,28,0,0,0,91.71964285714286,0,1,0,1,1,1,0,0,3,0,1,0
4779.45,92.55,53,1,0,1,90.17830188679244,0,0,1,1,1,1,0,1,4,0,1,1
4039.5,64.75,60,0,0,0,67.325,0,0,1,1,0,0,1,1,4,0,0,0
1067.15,48.35,23,0,0,0,46.39782608695653,0,1,0,1,0,0,0,0,1,0,1,1
7317.1,107.2,69,0,0,0,106.0449275362319,0,0,0,1,1,1,1,1,6,0,0,1
499.4,20.75,25,0,1,0,19.976,0,0,0,1,0,0,0,0,1,0,0,1
4920.55,98.7,49,1,0,1,100.41938775510204,0,0,1,1,1,1,0,0,4,0,0,0
5617.75,98.8,55,1,0,1,102.14090909090908,0,0,1,1,1,1,1,0,4,0,0,1
1375.15,85.35,16,1,0,1,85.946875,0,1,0,1,1,1,0,0,2,0,0,1
5757.2,94.0,62,0,0,0,92.85806451612903,0,1,0,1,1,1,0,0,3,0,0,1
5435.6,93.4,58,1,0,1,93.71724137931037,0,0,0,1,1,1,1,0,4,0,1,1
1346.2,19.4,69,0,1,0,19.51014492753623,0,0,0,1,0,0,0,0,1,0,1,0
76.2,76.2,1,1,0,1,76.2,1,1,1,1,1,1,0,0,2,1,0,0
1439.35,56.15,27,1,0,1,53.30925925925926,0,0,0,1,0,0,0,1,3,0,0,1
4060.9,81.35,49,0,1,0,82.87551020408164,0,0,0,1,0,0,1,1,6,0,0,0
85.45,85.45,1,1,0,1,85.45,1,1,1,1,1,1,0,0,3,1,0,1
1600.95,24.8,65,0,0,0,24.63,0,0,0,1,0,0,0,0,1,0,0,0
3994.45,103.45,39,1,0,1,102.42179487179487,0,0,1,1,1,1,0,0,5,0,0,1
3551.65,86.1,43,1,0,1,82.59651162790698,0,0,0,1,1,1,1,0,4,0,0,1
482.8,24.45,20,1,0,1,24.14,0,1,1,0,0,0,0,0,0,0,0,1
999.8,85.05,12,1,0,1,83.31666666666666,0,0,0,1,1,1,0,0,3,1,0,1
100.9,19.65,6,1,0,1,16.816666666666666,1,0,0,1,0,0,0,0,1,1,1,0
1821.8,25.5,68,0,1,0,26.791176470588237,0,0,0,1,0,0,0,0,1,0,0,0
3021.45,66.05,47,0,0,0,64.28617021276595,0,0,0,1,0,0,1,0,4,0,0,1
7159.05,115.55,62,0,1,0,115.46854838709676,0,0,0,1,1,1,1,1,7,0,1,0
5669.5,98.7,56,1,0,1,101.24107142857144,0,0,1,1,1,1,0,1,5,0,0,1
307.0,19.35,17,0,0,0,18.058823529411764,0,0,0,1,0,0,0,0,1,0,0,0
2835.9,80.05,35,1,0,1,81.02571428571429,0,0,0,1,1,1,0,1,2,0,0,0
172.85,79.2,2,1,0,1,86.425,1,1,1,1,1,1,0,0,2,1,0,0
35.0,35.0,1,1,0,1,35.0,1,1,1,0,0,0,0,0,1,1,0,0
5037.55,103.25,48,0,0,0,104.94895833333334,0,0,0,1,1,1,1,0,5,0,1,1
4192.15,89.3,45,1,0,1,93.15888888888888,0,1,0,1,1,1,0,0,3,0,0,1
6237.05,90.15,70,0,1,0,89.10071428571429,0,0,0,1,0,0,1,1,7,0,1,1
2435.15,78.45,31,1,0,1,78.55322580645162,0,0,1,1,1,1,0,1,3,0,0,1
1510.5,25.0,59,0,1,0,25.60169491525424,0,0,0,1,0,0,0,0,1,0,0,0
4018.05,84.95,47,0,0,0,85.4904255319149,0,0,0,1,1,1,0,0,3,0,1,1
613.95,18.95,32,0,1,0,19.1859375,0,0,0,1,0,0,0,0,1,0,1,0
2708.2,70.6,38,0,0,0,71.26842105263158,0,0,0,1,0,0,1,1,5,0,0,0
4949.1,83.25,59,1,0,1,83.88305084745764,0,0,1,1,1,1,0,0,3,0,0,1
2673.45,100.5,27,0,0,0,99.01666666666668,0,1,0,1,1,1,0,0,4,0,0,1
5610.15,94.3,58,0,0,0,96.72672413793104,0,0,1,1,1,1,0,0,4,0,0,1
7985.9,111.3,71,0,1,0,112.4774647887324,0,0,0,1,1,1,1,1,7,0,0,0
2401.05,86.45,27,1,0,1,88.92777777777779,0,0,0,1,1,1,0,0,3,0,0,1
6792.45,103.15,65,0,0,0,104.49923076923076,0,0,0,1,1,1,0,0,5,0,0,1
3629.2,70.95,48,0,0,0,75.60833333333333,0,0,0,1,0,0,1,1,4,0,0,1
2244.95,80.6,28,1,0,1,80.17678571428571,0,1,1,1,1,1,0,0,2,0,0,1
465.85,24.7,19,1,0,1,24.51842105263158,0,0,0,1,0,0,0,0,1,0,0,0
4415.75,75.8,58,0,1,0,76.13362068965517,0,0,0,1,0,0,1,1,5,0,1,0
5200.8,100.3,53,0,0,0,98.12830188679246,0,0,0,1,1,1,0,0,5,0,0,1
3640.45,94.55,40,1,0,1,91.01125,0,1,0,1,1,1,0,0,3,0,1,1
19.25,19.25,1,1,0,1,19.25,1,0,0,1,0,0,0,0,1,1,1,0
4036.85,104.5,40,1,0,1,100.92125,0,0,0,1,1,1,0,0,5,0,0,1
1538.6,25.45,61,0,1,0,25.22295081967213,0,0,0,1,0,0,0,0,1,0,0,0
7491.75,110.85,66,0,0,0,113.51136363636364,0,0,1,1,1,1,0,1,6,0,0,1
1564.05,40.25,40,0,0,0,39.10125,0,0,0,0,0,0,1,1,3,0,1,0
1566.75,99.7,15,1,0,1,104.45,0,0,1,1,1,1,1,0,4,0,0,1
1686.15,25.75,68,0,1,0,24.796323529411765,0,0,0,1,0,0,0,0,1,0,1,0
950.2,80.45,12,1,0,1,79.18333333333334,0,1,1,1,1,1,0,0,2,1,0,1
19.4,19.4,1,1,0,1,19.4,1,0,0,1,0,0,0,0,1,1,0,0
162.15,19.5,8,0,1,0,20.26875,0,0,0,1,0,0,0,0,1,1,1,0
2971.7,74.8,40,1,0,1,74.29249999999999,0,0,0,1,1,1,0,0,2,0,0,0
7550.3,102.65,72,0,1,0,104.86527777777778,0,0,0,1,1,1,1,0,5,0,0,1
651.4,72.9,9,1,0,1,72.37777777777778,0,0,0,1,0,0,0,1,5,1,1,1
955.15,58.95,15,1,0,1,63.67666666666666,0,0,1,1,0,0,1,1,4,0,0,0
19.45,19.45,1,1,0,1,19.45,1,0,1,1,0,0,0,0,1,1,0,0
2757.85,83.35,33,1,0,1,83.57121212121211,0,1,1,1,1,1,0,0,2,0,0,1
756.4,19.95,38,0,1,0,19.905263157894737,0,0,0,1,0,0,0,0,1,0,1,1
3617.1,64.75,55,0,1,0,65.76545454545455,0,0,0,1,0,0,0,0,4,0,0,1
5071.9,79.4,65,0,1,0,78.02923076923076,0,0,0,1,0,0,0,1,5,0,1,1
235.05,54.7,4,1,0,1,58.7625,1,0,0,1,0,0,1,0,3,1,0,0
4532.3,106.0,43,0,0,0,105.40232558139536,0,0,0,1,1,1,1,1,6,0,1,1
607.3,35.2,18,1,0,1,33.73888888888889,0,0,1,0,0,0,0,1,2,0,0,1
93.55,93.55,1,1,0,1,93.55,1,1,1,1,1,1,0,0,3,1,0,1
18.9,18.9,1,1,0,1,18.9,1,0,0,1,0,0,0,0,1,1,0,0
208.85,70.3,3,1,0,1,69.61666666666666,1,1,1,1,1,1,0,0,1,1,0,1
875.55,20.65,41,0,1,0,21.35487804878049,0,0,0,1,0,0,0,0,1,0,0,0
1422.1,88.45,16,1,0,1,88.88125,0,1,1,1,1,1,0,0,3,0,0,1
384.25,80.2,5,1,0,1,76.85,1,1,1,1,1,1,0,0,2,1,0,0
5794.45,105.35,56,1,0,1,103.47232142857142,0,0,0,1,1,1,1,1,5,0,0,1
734.6,25.7,28,1,0,1,26.235714285714288,0,0,0,1,0,0,0,0,1,0,0,0
1102.4,20.05,54,0,1,0,20.414814814814815,0,0,0,1,0,0,0,0,1,0,0,0
19.5,19.5,1,1,0,1,19.5,1,0,0,1,0,0,0,0,1,1,0,1
4586.15,108.3,42,0,0,0,109.1940476190476,0,0,1,1,1,1,0,1,5,0,0,1
6844.5,105.65,66,0,1,0,103.70454545454544,0,0,0,1,1,1,1,1,6,0,0,1
613.4,84.0,8,1,0,1,76.675,0,1,1,1,1,1,0,0,2,1,0,1
372.45,25.55,14,1,0,1,26.603571428571428,0,0,0,1,0,0,0,0,1,0,1,0
2076.2,49.05,43,1,0,1,48.28372093023256,0,1,0,0,0,0,0,0,3,0,0,1
3370.2,49.85,70,0,1,0,48.14571428571429,0,0,0,0,0,0,1,1,4,0,0,1
2823.0,89.3,31,1,0,1,91.06451612903226,0,0,1,1,1,1,1,1,4,0,1,0
8071.05,111.9,72,0,1,0,112.09791666666666,0,0,0,1,1,1,1,1,6,0,0,1
2339.3,67.65,34,0,1,0,68.8029411764706,0,0,0,1,0,0,1,1,5,0,1,0
344.5,19.8,19,0,0,0,18.13157894736842,0,0,0,1,0,0,0,0,1,0,1,0
5769.75,106.1,53,0,0,0,108.8632075471698,0,0,0,1,1,1,1,0,6,0,0,1
92.5,40.3,3,1,0,1,30.83333333333333,1,0,0,0,0,0,0,0,2,1,1,0
973.45,79.8,13,1,0,1,74.88076923076923,0,0,1,1,1,1,0,0,3,0,0,1
1712.9,74.4,24,0,0,0,71.37083333333334,0,0,0,1,0,0,1,1,5,0,0,0
372.45,88.85,4,1,0,1,93.1125,1,1,1,1,1,1,0,0,3,1,0,1
2665.0,79.5,32,1,0,1,83.28125,0,1,1,1,1,1,0,0,2,0,0,1
1630.4,40.3,39,0,0,0,41.805128205128206,0,0,0,0,0,0,1,1,3,0,0,1
7758.9,109.75,72,0,1,0,107.7625,0,0,0,1,1,1,0,1,6,0,0,1
6396.45,105.9,60,1,0,1,106.6075,0,0,1,1,1,1,0,0,5,0,0,1
84.2,25.45,4,1,0,1,21.05,1,0,0,1,0,0,0,0,1,1,1,1
1777.6,24.75,72,0,1,0,24.688888888888886,0,0,0,1,0,0,0,0,1,0,0,0
442.2,48.75,9,1,0,1,49.13333333333333,0,1,1,0,0,0,0,0,3,1,0,1
1082.75,39.5,29,0,0,0,37.33620689655172,0,0,0,0,0,0,1,1,3,0,0,0
424.5,23.75,18,0,0,0,23.58333333333333,0,0,0,1,0,0,0,0,1,0,0,0
6448.85,89.55,72,0,1,0,89.56736111111111,0,0,0,1,0,0,1,1,7,0,1,1
42.7,20.05,2,1,0,1,21.35,1,0,0,1,0,0,0,0,1,1,0,0
7854.15,109.6,71,0,0,0,110.6218309859155,0,0,1,1,1,1,1,0,6,0,0,1
161.15,19.55,8,1,0,1,20.14375,0,0,0,1,0,0,0,0,1,1,0,1
6425.65,88.05,72,0,1,0,89.24513888888889,0,0,0,1,0,0,1,1,7,0,1,1
4973.4,70.85,71,0,1,0,70.04788732394366,0,0,0,1,0,0,1,1,5,0,1,1
4510.8,106.05,44,0,0,0,102.51818181818182,0,0,1,1,1,1,1,0,6,0,0,1
1160.45,24.55,47,0,1,0,24.690425531914894,0,0,0,1,0,0,0,0,1,0,1,0
2857.6,110.5,27,0,0,0,105.83703703703704,0,0,0,1,1,1,1,0,6,0,0,1
49.75,49.75,1,1,0,1,49.75,1,0,1,1,0,0,1,0,2,1,0,0
1165.9,24.95,46,0,0,0,25.345652173913045,0,0,0,1,0,0,0,0,1,0,1,0
383.55,34.7,11,1,0,1,34.86818181818182,0,0,0,0,0,0,0,0,2,1,0,0
4259.3,99.8,41,1,0,1,103.88536585365854,0,1,1,1,1,1,0,0,4,0,0,1
4131.2,61.45,69,0,1,0,59.87246376811594,0,0,0,1,0,0,0,0,3,0,0,1
253.8,19.95,13,0,0,0,19.523076923076925,0,0,1,1,0,0,0,0,1,0,0,1
886.4,20.0,45,0,1,0,19.697777777777777,0,0,0,1,0,0,0,0,1,0,1,1
592.65,24.6,24,0,0,0,24.69375,0,0,1,1,0,0,0,0,1,0,0,0
1654.75,25.75,65,0,1,0,25.45769230769231,0,0,0,1,0,0,0,0,1,0,0,0
49.55,49.55,1,1,0,1,49.55,1,0,1,1,0,0,1,0,2,1,0,1
3966.3,76.4,51,0,0,0,77.77058823529413,0,0,0,1,0,0,1,1,5,0,1,1
211.95,20.0,11,0,0,0,19.268181818181816,0,0,0,1,0,0,0,0,1,1,0,0
512.45,96.25,5,1,0,1,102.49,1,0,1,1,1,1,0,0,4,1,0,1
168.9,19.7,8,1,0,1,21.1125,0,0,0,1,0,0,0,0,1,1,0,1
5727.15,80.4,71,0,1,0,80.66408450704225,0,0,0,1,0,0,1,1,6,0,0,0
1505.45,94.0,15,1,0,1,100.36333333333332,0,1,0,1,1,1,0,0,4,0,0,1
563.05,20.5,28,1,0,1,20.10892857142857,0,0,0,1,0,0,0,0,1,0,0,0
1129.35,74.75,16,1,0,1,70.584375,0,1,0,1,1,1,0,0,1,0,0,1
3491.55,64.15,53,0,0,0,65.87830188679246,0,0,0,1,0,0,1,1,4,0,1,0
780.85,59.45,14,1,0,1,55.775,0,0,0,1,0,0,1,1,4,0,1,0
4917.75,100.65,49,0,1,0,100.3622448979592,0,0,0,1,1,1,0,1,5,0,0,0
3263.6,47.05,71,0,1,0,45.96619718309859,0,0,1,0,0,0,0,1,3,0,0,1
892.15,20.85,45,0,1,0,19.82555555555556,0,0,0,1,0,0,0,0,1,0,1,0
5149.5,98.4,53,1,0,1,97.16037735849056,0,0,0,1,1,1,0,0,4,0,0,1
1183.8,44.45,26,1,0,1,45.53076923076923,0,0,0,0,0,0,0,1,3,0,0,1
5883.85,86.15,67,0,1,0,87.81865671641792,0,0,0,1,0,0,0,1,6,0,0,0
134.05,84.05,2,1,0,1,67.025,1,1,1,1,1,1,0,0,2,1,0,1
1470.05,82.65,17,1,0,1,86.4735294117647,0,1,0,1,1,1,0,0,2,0,0,1
1127.2,82.0,13,1,0,1,86.70769230769231,0,1,1,1,1,1,0,0,2,0,0,1
7382.25,106.7,71,0,1,0,103.97535211267606,0,0,0,1,1,1,1,0,5,0,1,0
3975.7,58.25,68,0,0,0,58.46617647058823,0,0,0,1,0,0,1,1,3,0,0,0
19.7,19.7,1,1,0,1,19.7,1,0,0,1,0,0,0,0,1,1,1,0
219.5,19.95,10,0,0,0,21.95,0,0,0,1,0,0,0,0,1,1,1,1
3126.45,78.45,41,0,1,0,76.25487804878048,0,0,1,1,0,0,1,1,6,0,1,0
1580.1,50.4,31,0,0,0,50.97096774193548,0,0,0,0,0,0,1,0,4,0,0,1
712.25,69.35,11,1,0,1,64.75,0,1,1,1,0,0,0,0,4,1,0,1
25.0,25.0,1,1,0,1,25.0,1,0,0,1,0,0,0,0,1,1,0,1
432.5,20.15,22,1,0,1,19.65909090909091,0,0,0,1,0,0,0,0,1,0,1,0
5229.8,90.45,57,0,1,0,91.75087719298246,0,0,0,1,1,1,0,1,3,0,0,1
612.1,51.25,12,1,0,1,51.00833333333333,0,0,1,1,0,0,0,0,2,1,0,1
1790.35,25.6,67,0,1,0,26.72164179104477,0,0,0,1,0,0,0,0,1,0,0,1
1009.25,33.75,29,1,0,1,34.80172413793103,0,1,0,0,0,0,0,0,1,0,0,0
77.6,20.5,4,1,0,1,19.4,1,0,0,1,0,0,0,0,1,1,1,1
1293.8,48.25,25,1,0,1,51.752,0,1,1,0,0,0,0,0,3,0,0,1
3880.05,55.65,72,0,1,0,53.88958333333333,0,0,0,0,0,0,1,1,5,0,1,0
6376.55,89.4,72,0,1,0,88.56319444444445,0,0,0,1,0,0,1,1,7,0,1,1
359.4,40.75,9,1,0,1,39.93333333333333,0,0,1,0,0,0,0,0,2,1,0,0
3686.05,69.7,53,0,1,0,69.54811320754717,0,0,0,1,0,0,1,0,4,0,1,0
7553.6,110.8,68,0,1,0,111.08235294117648,0,0,0,1,1,1,1,0,6,0,0,1
3035.8,53.5,57,0,0,0,53.25964912280702,0,0,1,1,0,0,0,1,3,0,0,1
394.85,25.25,15,1,0,1,26.32333333333333,0,0,1,1,0,0,0,0,1,0,1,1
451.55,19.65,23,0,1,0,19.632608695652173,0,0,0,1,0,0,0,0,1,0,1,1
269.65,24.0,12,0,1,0,22.47083333333333,0,0,0,1,0,0,0,0,1,1,1,1
1930.9,53.15,35,0,0,0,55.16857142857143,0,0,0,0,0,0,1,0,4,0,0,0
1761.05,89.65,19,1,0,1,92.68684210526315,0,1,0,1,1,1,0,0,3,0,0,0
662.65,84.5,8,1,0,1,82.83125,0,1,0,1,1,1,0,0,2,1,0,0
978.0,19.65,53,0,1,0,18.452830188679247,0,0,0,1,0,0,0,0,1,0,0,0
251.65,20.4,13,1,0,1,19.357692307692307,0,0,1,1,0,0,0,0,1,0,0,1
75.3,75.3,1,1,0,1,75.3,1,1,0,1,1,1,0,0,2,1,0,1
1868.4,85.6,23,1,0,1,81.23478260869565,0,1,1,1,1,1,0,0,2,0,1,0
672.7,46.35,14,1,0,1,48.05,0,1,1,0,0,0,0,0,2,0,0,1
1653.85,55.65,30,0,1,0,55.12833333333333,0,0,0,1,0,0,1,0,3,0,0,1
146.6,19.85,8,0,1,0,18.325,0,0,0,1,0,0,0,0,1,1,1,1
1212.1,71.4,16,1,0,1,75.75625,0,0,0,1,0,0,0,0,4,0,0,1
5780.7,98.9,58,1,0,1,99.66724137931034,0,0,1,1,1,1,0,0,4,0,0,1
673.25,99.8,7,1,0,1,96.17857142857144,0,0,1,1,1,1,0,0,4,1,0,1
560.6,98.25,6,1,0,1,93.43333333333334,1,0,1,1,1,1,0,0,4,1,0,1
5924.4,81.85,71,0,1,0,83.44225352112676,0,0,0,1,0,0,1,1,6,0,0,0
44.9,44.9,1,1,0,1,44.9,1,1,0,1,0,0,0,0,1,1,0,1
5925.75,103.05,57,1,0,1,103.96052631578948,0,0,1,1,1,1,1,1,6,0,0,1
19.3,19.3,1,1,0,1,19.3,1,0,1,1,0,0,0,0,1,1,0,0
470.6,20.3,23,1,0,1,20.460869565217397,0,0,0,1,0,0,0,0,1,0,0,1
2224.5,58.6,39,0,0,0,57.03846153846154,0,0,0,1,0,0,0,0,3,0,0,1
4669.2,100.75,47,1,0,1,99.34468085106384,0,0,0,1,1,1,1,1,5,0,0,0
214.75,19.95,11,1,0,1,19.522727272727277,0,0,0,1,0,0,0,0,1,1,0,0
3645.05,88.5,41,1,0,1,88.90365853658537,0,0,0,1,1,1,0,0,3,0,1,1
213.35,71.1,3,0,1,0,71.11666666666666,1,0,0,1,0,0,1,1,5,1,0,0
2243.9,75.35,29,0,0,0,77.37586206896552,0,0,0,1,0,0,0,1,5,0,0,1
7234.8,105.1,69,0,0,0,104.85217391304349,0,0,0,1,1,1,1,1,6,0,1,1
2250.65,57.15,38,1,0,1,59.227631578947374,0,0,0,1,0,0,1,0,3,0,0,1
1284.2,73.85,16,1,0,1,80.2625,0,1,0,1,1,1,0,0,1,0,0,1
3460.3,78.8,43,0,1,0,80.47209302325582,0,0,1,1,0,0,1,1,6,0,0,1
255.6,49.25,6,0,0,0,42.6,1,0,0,0,0,0,0,1,3,1,0,1
733.55,26.8,25,0,0,0,29.342,0,0,0,1,0,0,0,0,1,0,0,1
70.15,70.15,1,1,0,1,70.15,1,1,0,1,1,1,0,0,1,1,0,1
3851.45,94.55,41,1,0,1,93.93780487804878,0,0,1,1,1,1,0,0,4,0,0,1
4747.85,103.65,45,1,0,1,105.5077777777778,0,0,0,1,1,1,0,1,5,0,0,1
420.45,85.3,5,1,0,1,84.09,1,0,0,1,1,1,0,0,3,1,0,1
5032.25,113.3,45,0,0,0,111.82777777777778,0,0,0,1,1,1,1,1,7,0,0,0
4495.65,104.15,44,1,0,1,102.17386363636363,0,0,1,1,1,1,0,1,5,0,0,0
4616.05,73.8,61,0,1,0,75.67295081967214,0,0,0,1,0,0,0,1,5,0,1,1
4631.7,93.25,52,1,0,1,89.07115384615385,0,0,0,1,1,1,0,1,4,0,1,1
434.5,79.05,6,1,0,1,72.41666666666667,1,0,1,1,1,1,1,0,2,1,0,1
1548.65,24.4,64,0,1,0,24.19765625,0,0,0,1,0,0,0,0,1,0,1,1
387.7,20.15,19,0,1,0,20.405263157894737,0,0,0,1,0,0,0,0,1,0,1,0
7382.85,105.75,71,0,0,0,103.98380281690142,0,0,0,1,1,1,0,1,5,0,0,0
3775.85,81.4,45,1,0,1,83.90777777777778,0,0,0,1,1,1,0,0,2,0,0,0
5265.5,101.9,50,0,0,0,105.31,0,0,0,1,1,1,1,0,5,0,0,1
7990.05,118.6,68,0,1,0,117.50073529411765,0,0,0,1,1,1,1,1,7,0,0,0
69.65,69.65,1,1,0,1,69.65,1,1,1,1,1,1,0,0,1,1,0,1
1094.5,91.3,12,1,0,1,91.20833333333331,0,0,1,1,1,1,0,0,3,1,0,1
2989.6,90.65,33,1,0,1,90.5939393939394,0,0,1,1,1,1,1,0,3,0,0,1
2896.55,91.35,32,1,0,1,90.5171875,0,1,0,1,1,1,0,0,3,0,1,1
1387.45,19.6,71,0,1,0,19.541549295774647,0,0,0,1,0,0,0,0,1,0,1,1
1614.7,92.55,17,1,0,1,94.98235294117649,0,1,1,1,1,1,0,0,3,0,0,1
955.6,48.95,19,0,0,0,50.29473684210527,0,0,0,1,0,0,1,0,2,0,1,1
3919.15,74.0,54,1,0,1,72.57685185185186,0,1,0,1,1,1,0,0,1,0,0,0
3437.45,58.75,57,1,0,1,60.30614035087719,0,0,0,0,0,0,1,0,5,0,0,1
5776.45,82.85,68,0,1,0,84.94779411764705,0,0,0,1,0,0,1,1,6,0,1,0
2495.2,48.7,53,1,0,1,47.079245283018864,0,0,0,0,0,0,1,0,4,0,1,1
5121.3,107.4,48,1,0,1,106.69375,0,0,0,1,1,1,0,0,5,0,0,1
1939.35,53.65,36,0,0,0,53.87083333333333,0,0,0,1,0,0,1,0,3,0,1,0
2021.2,61.2,35,0,0,0,57.74857142857143,0,0,0,1,0,0,1,0,4,0,0,0
4322.85,65.65,67,0,1,0,64.52014925373135,0,0,0,1,0,0,1,0,4,0,0,0
2546.85,46.3,53,1,0,1,48.053773584905656,0,0,0,0,0,0,1,0,3,0,0,1
1615.1,75.8,22,1,0,1,73.41363636363636,0,1,0,1,1,1,0,0,1,0,1,1
2111.3,74.75,30,1,0,1,70.37666666666668,0,0,1,1,0,0,1,0,5,0,0,1
5038.45,100.2,50,0,1,0,100.769,0,0,0,1,1,1,0,1,5,0,0,1
929.2,20.35,45,0,1,0,20.64888888888889,0,0,0,1,0,0,0,0,1,0,1,0
712.85,25.1,29,1,0,1,24.58103448275862,0,1,0,0,0,0,0,0,0,0,0,1
518.9,45.4,12,1,0,1,43.24166666666667,0,1,0,1,0,0,0,0,1,1,0,1
108.7,36.85,3,1,0,1,36.23333333333333,1,0,0,0,0,0,0,1,2,1,0,1
35.25,35.25,1,1,0,1,35.25,1,1,0,0,0,0,0,0,1,1,0,1
185.55,89.55,2,1,0,1,92.775,1,1,0,1,1,1,0,0,3,1,1,1
2093.4,76.1,27,1,0,1,77.53333333333333,0,0,1,1,1,1,0,0,2,0,0,1
4874.7,85.45,55,1,0,1,88.63090909090909,0,0,1,1,1,1,0,0,3,0,0,1
19.9,19.9,1,1,0,1,19.9,1,0,1,1,0,0,0,0,1,1,1,1
332.45,80.8,4,1,0,1,83.1125,1,0,0,1,1,1,0,1,2,1,1,0
1388.0,25.65,55,0,1,0,25.23636363636364,0,0,0,1,0,0,0,0,1,0,1,1
475.1,54.4,8,1,0,1,59.3875,0,1,1,1,0,0,0,0,2,1,1,1
7711.25,114.95,70,0,1,0,110.16071428571428,0,0,0,1,1,1,1,1,7,0,0,1
3147.5,47.85,64,0,1,0,49.1796875,0,0,1,0,0,0,1,1,4,0,0,0
866.4,75.9,11,1,0,1,78.76363636363637,0,0,0,1,1,1,0,0,2,1,0,1
48.55,48.55,1,1,0,1,48.55,1,0,0,1,0,0,1,0,2,1,0,1
69.75,69.75,1,1,0,1,69.75,1,1,0,1,1,1,0,0,1,1,1,0
79.95,79.95,1,1,0,1,79.95,1,1,1,1,1,1,0,0,2,1,0,1
1714.55,25.7,66,0,0,0,25.9780303030303,0,0,0,1,0,0,0,0,1,0,1,1
610.75,50.55,13,1,0,1,46.98076923076923,0,0,0,1,0,0,0,1,2,0,0,1
1830.05,24.65,72,0,1,0,25.41736111111111,0,0,0,1,0,0,0,0,1,0,0,0
4566.5,65.6,72,0,1,0,63.42361111111112,0,0,0,0,0,0,1,1,6,0,0,1
4433.3,85.8,52,1,0,1,85.25576923076923,0,0,0,1,1,1,0,1,4,0,1,0
2196.45,85.9,26,1,0,1,84.47884615384615,0,0,0,1,1,1,0,1,3,0,0,0
1113.95,34.05,33,0,0,0,33.75606060606061,0,0,0,0,0,0,1,1,2,0,1,0
1115.2,84.6,13,1,0,1,85.78461538461539,0,1,1,1,1,1,0,0,2,0,0,1
347.25,31.05,13,1,0,1,26.71153846153846,0,0,1,0,0,0,0,0,1,0,0,1
595.05,20.3,27,0,0,0,22.038888888888888,0,0,0,1,0,0,0,0,1,0,0,0
6075.9,91.7,66,0,1,0,92.0590909090909,0,0,0,1,0,0,1,1,7,0,0,0
8175.9,114.0,71,0,1,0,115.15352112676057,0,0,0,1,1,1,1,1,7,0,1,1
45.3,45.3,1,1,0,1,45.3,1,1,0,1,0,0,0,0,1,1,0,0
2773.9,44.45,60,0,0,0,46.23166666666667,0,0,1,0,0,0,1,0,3,0,0,1
609.9,74.5,8,1,0,1,76.2375,0,0,1,1,1,1,1,0,2,1,0,1
5073.1,94.45,55,1,0,1,92.23818181818184,0,0,0,1,1,1,0,0,4,0,0,1
7690.9,108.6,71,0,1,0,108.3225352112676,0,0,0,1,1,1,0,1,6,0,0,1
2341.5,59.85,39,1,0,1,60.03846153846154,0,1,0,1,0,0,0,0,3,0,1,1
2067.0,85.7,26,1,0,1,79.5,0,1,0,1,1,1,0,0,3,0,0,1
3184.25,60.45,53,0,0,0,60.08018867924528,0,0,1,0,0,0,0,1,5,0,0,1
465.05,99.15,5,1,0,1,93.01,1,0,0,1,1,1,0,1,5,1,1,1
7544.3,104.95,72,0,0,0,104.78194444444443,0,0,1,1,1,1,0,0,5,0,0,1
1972.35,74.4,27,1,0,1,73.05,0,0,0,1,1,1,1,0,2,0,1,0
683.25,59.65,11,1,0,1,62.11363636363637,0,1,0,1,0,0,0,0,3,1,1,1
7677.4,106.85,72,0,0,0,106.63055555555556,0,0,0,1,1,1,1,0,5,0,0,1
4162.05,104.45,41,0,0,0,101.51341463414634,0,0,0,1,1,1,1,0,6,0,0,1
2511.95,70.7,36,0,0,0,69.77638888888889,0,0,0,1,0,0,0,1,4,0,0,1
880.05,82.9,11,1,0,1,80.00454545454545,0,0,1,1,1,1,0,1,3,1,0,1
1250.1,20.0,62,0,1,0,20.16290322580645,0,0,0,1,0,0,0,0,1,0,1,0
505.95,24.9,20,1,0,1,25.2975,0,1,0,0,0,0,0,0,0,0,0,0
